Timeline,Start time,Duration,Row,Instance number,CROSSING,Cross Destination,Cross Origins,Cross Outcome,Cross Type,Defending Actions,FIRST PHASE,Fouled,Goalkeeper Actions,OFFSIDE,Offsides,PEN AREA ENTRY,POSSESSION THIRDS,Pass Destination,Pass Outcome,Pass Outcome - Destination,Pass Type,Receiving Type,SECOND PHASE,SHOOTING,Scoring,Set Piece,Shooting Heat Graph,Shot Faced Location,Shots,TRANSITION,Turnover,Ungrouped,Notes,Flags
Individual XML,1888.0215192134353,15.159999990079314,Vic Esson,4,,,,,,,,,Set Piece Claim,,,,,,,,,,,,,,,,,,,,,
Individual XML,1987.9949999858277,10.239999995748349,Vic Esson,5,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,3286.2116666666666,9.88000000000011,Vic Esson,6,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,3767.251961451247,12.760000000000218,Vic Esson,7,,,,,,,,,,,,,,,Complete,,Over,,,,,,,,,,,,,
Individual XML,4908.043321840986,8.199999994330938,Vic Esson,8,,,,,,,,,"Shot Against, Save",,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,5140.924999997165,14.0,Vic Esson,9,,,,,,,,,Loose Ball Claim,,,,,,,,,,,,,,,,,,,,,
Individual XML,5143.32499998441,14.0,Vic Esson,10,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,5283.793231196145,14.0,Vic Esson,11,,,,,,,,,Sweeping Action,,,,,,,,,,,,,,,,,,,,,
Individual XML,5367.824886568877,14.0,Vic Esson,12,,,,,,,,,Clearance,,,,,,,,,,,,,,,,,,,,,
Individual XML,5500.249954617347,14.0,Vic Esson,13,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,5894.818163157596,14.0,Vic Esson,14,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,6701.176666666666,14.0,Vic Esson,15,,,,,,,,,Loose Ball Claim,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,6975.575,14.0,Vic Esson,16,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,7177.7733333333335,14.0,Vic Esson,17,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,7562.746666666667,14.0,Vic Esson,18,,,,,,,,,Set Piece Claim,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,7584.706666666667,14.0,Vic Esson,19,,,,,,,,,Loose Ball Claim,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,895.4233219954649,14.0,Maya Hahn,1,,,,,,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,984.3166666666667,14.0,Maya Hahn,2,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,1028.9866665802153,14.0,Maya Hahn,3,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1034.5066665419502,14.0,Maya Hahn,4,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,1044.506643986678,14.0,Maya Hahn,5,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1049.0666439540817,14.0,Maya Hahn,6,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1179.2065986394557,14.0,Maya Hahn,7,,,,,,,,,,,,,,,Incomplete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,1213.3665871371882,14.0,Maya Hahn,8,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,1268.6365758205782,14.0,Maya Hahn,9,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1274.1565757837302,14.0,Maya Hahn,10,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1362.3149997987528,14.0,Maya Hahn,11,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 2,,,,,,,,,,,,
Individual XML,1371.0749997406463,14.0,Maya Hahn,12,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1375.87499970805,14.0,Maya Hahn,13,,,,,,,,Fouled,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1461.064977324263,14.0,Maya Hahn,14,,,,,,,,,,,,,,,Incomplete,,Neutral,,,,,,,,,,,,,
Individual XML,1532.044954272959,14.0,Maya Hahn,15,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1568.8349319699546,14.0,Maya Hahn,16,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1617.673333330499,14.0,Maya Hahn,17,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Seam 1,,,,,,,,,,,,
Individual XML,1709.996666607143,14.0,Maya Hahn,18,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,SL Zone THREE C,,SHOT,,,,,
Individual XML,1758.9699999957484,14.0,Maya Hahn,19,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1819.7033333078232,14.0,Maya Hahn,20,,,,,,INTERCEPTION +,,,,,,,,,Incomplete,,Neutral,,,,,,,,,,,,,
Individual XML,2023.3949999404763,14.0,Maya Hahn,21,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,2033.9249886578798,14.0,Maya Hahn,22,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,2109.784954589002,14.0,Maya Hahn,23,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Seam 2,,,,,,,,,,,,
Individual XML,2137.8749319160997,14.0,Maya Hahn,24,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 2,,,,,,,,,,,,
Individual XML,2249.9966666609976,14.0,Maya Hahn,25,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2326.561371880669,14.0,Maya Hahn,26,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Seam 1,,,,,,,,,,,,
Individual XML,2402.998321974206,14.0,Maya Hahn,27,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,2472.693333334,14.0,Maya Hahn,28,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Seam 2,,,,,,,,,,,,
Individual XML,2479.7233106575964,14.0,Maya Hahn,29,,,,,,,,,,,,,,,,,,Below,,,,,,,,,TURNOVER,,,
Individual XML,2976.7566666595803,14.0,Maya Hahn,30,,,,,,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,3070.0383219954647,14.0,Maya Hahn,31,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3163.7933333333335,14.0,Maya Hahn,32,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 1,,,,,,,,,,,,
Individual XML,3319.5466666666666,14.0,Maya Hahn,33,,,,,,Ground Duel +,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,3381.045,14.0,Maya Hahn,34,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,3391.965,14.0,Maya Hahn,35,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,3421.21,14.0,Maya Hahn,36,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
Individual XML,3426.25,14.0,Maya Hahn,37,,,,,,,,Fouled,,,,,,,,,,Below,,,,,,,,,,,,
Individual XML,3869.731961451247,14.0,Maya Hahn,38,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,4981.90328798186,14.0,Maya Hahn,39,,,,,,,,,,,,,,,Complete,,Around,Seam 2,,,,,,,,,,,,
Individual XML,5008.4132539540815,14.0,Maya Hahn,40,,,,,,Aerial Duel +,,Fouled,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,5117.035,14.0,Maya Hahn,41,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,"SHOT, SHOT ON TARGET",,,,,
Individual XML,5272.153231258503,14.0,Maya Hahn,42,,,,,,,,,,,,,,,Incomplete,,Through,Seam 2,,,,,,,,,,,,
Individual XML,5390.641666667,14.0,Maya Hahn,43,,,,,,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,5507.809954576247,14.0,Maya Hahn,44,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 2,,,,,,,,,,,,
Individual XML,5565.489920504535,14.0,Maya Hahn,45,,,,,,,,,,,,,,Pass into F3,,"Incomplete, Incomplete",Through,Seam 2,,,,,,,,,,,,
Individual XML,5657.22329930839,14.0,Maya Hahn,46,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5695.513287773526,14.0,Maya Hahn,47,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5800.764931972789,14.0,Maya Hahn,48,,,,,,,,,,,,,,,Incomplete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,5828.704909297052,14.0,Maya Hahn,49,,,,,,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,5833.384909271542,14.0,Maya Hahn,50,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,5845.264909207766,14.0,Maya Hahn,51,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,5858.574886607143,14.0,Maya Hahn,52,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,5881.258163231292,14.0,Maya Hahn,53,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,TURNOVER,,,
Individual XML,4984.783287969104,8.0,Gabi Rennie,1,,CD Zone 00 L,CO Zone XAR,Teammate Found,Whipped,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,5087.04999993339,8.0,Gabi Rennie,2,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,SHOT,,,,,
Individual XML,5119.344977318594,8.0,Gabi Rennie,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5152.9732992928,8.0,Gabi Rennie,4,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 2,,,,,,,,,,,,
Individual XML,5235.783231221655,8.0,Gabi Rennie,5,,,,,,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,5293.393231145124,8.0,Gabi Rennie,6,,,,,,,,,,,,,,,,,,Seam 1,,,,,,,,,,,,
Individual XML,5300.473231106859,8.0,Gabi Rennie,7,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,,,,,,,,,,,,,
Individual XML,5394.943333320578,8.0,Gabi Rennie,8,,CD Gold Zone,CO Zone XAR,Teammate Found,Whipped,,,,,,,,,,,,,Seam 3,,,Assist,,,,SHOT ASSIST,,,,,
Individual XML,5532.679931934524,8.0,Gabi Rennie,9,,,,,,,,,,,,,,,Complete,,Around,Seam 2,,,,,,,,,,,,
Individual XML,5540.359931893424,8.0,Gabi Rennie,10,,,,,,,,,,,,,,Pass into box,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,5569.809920481859,8.0,Gabi Rennie,11,,,,,,INTERCEPTION -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5628.113321945862,8.0,Gabi Rennie,12,,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5669.473287913832,8.0,Gabi Rennie,13,,CD Gold Zone,CO Zone XAR,Teammate Not Found,Cut Back,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,5683.5132878387185,8.0,Gabi Rennie,14,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,5702.923276612812,8.0,Gabi Rennie,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5775.114954567744,8.0,Gabi Rennie,16,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,,,,
Individual XML,5816.604931887755,8.0,Gabi Rennie,17,,,,,,,,,,,,,,,Incomplete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,5902.978163115079,8.0,Gabi Rennie,18,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Around,Seam 2,,,,,,,,,,,,
Individual XML,5921.818163013038,8.0,Gabi Rennie,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5931.608151927438,8.0,Gabi Rennie,20,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6173.617312338435,8.0,Gabi Rennie,21,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,6244.161655242347,8.0,Gabi Rennie,22,,,,,,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,6249.621643990929,8.0,Gabi Rennie,23,,CD Zone 00 R,CO Zone XAR,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,6420.718333333333,8.0,Gabi Rennie,24,,,,,,,,,,,,,,Pass into box,Complete,Complete,Around,Seam 2,,,,,,,,,,,,
Individual XML,6710.516666666666,8.0,Gabi Rennie,25,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,TURNOVER,,,
Individual XML,6716.996666666667,8.0,Gabi Rennie,26,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,6760.196666666667,8.0,Gabi Rennie,27,,CD Zone 00 R,CO Zone XAR,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,6762.956666666667,8.0,Gabi Rennie,28,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,6819.246666666667,8.0,Gabi Rennie,29,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,,,,
Individual XML,6862.326666666667,8.0,Gabi Rennie,30,,CD Gold Zone,CO Zone FOUR C R,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,6917.046666666667,8.0,Gabi Rennie,31,,,CO Zone FOUR C R,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,6940.07,8.0,Gabi Rennie,32,,CD Gold Zone,CO Zone TWO C,Teammate Found,Floated,,,,,,,,,,,,,Seam 2,,,,,,,SHOT ASSIST,,,,,
Individual XML,7042.655,8.0,Gabi Rennie,33,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,7053.871666666667,8.0,Gabi Rennie,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7222.983333333334,8.0,Gabi Rennie,35,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,TURNOVER,,,
Individual XML,7279.393333333333,8.0,Gabi Rennie,36,,,,,,,,,,,,,,,,,,Seam 1,,,,,,,,,TURNOVER,,,
Individual XML,7322.233333333334,8.0,Gabi Rennie,37,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,7666.965,8.0,Gabi Rennie,38,,CD Gold Zone,CO Zone XAR,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,7694.648333331917,8.0,Gabi Rennie,39,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,7745.996666666667,8.0,Gabi Rennie,40,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7771.006666666667,8.0,Gabi Rennie,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5512.489954552154,14.0,Manaia Elliott,1,,,,,,,,,,,,,,Pass into box,Incomplete,Incomplete,Around,Seam 3,,,,,,,,,,,,
Individual XML,5523.259943282313,14.0,Manaia Elliott,2,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5632.793321921768,14.0,Manaia Elliott,3,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 1,,,,,,,,,,,,
Individual XML,5680.393287854308,14.0,Manaia Elliott,4,,,,,,,,,,,,,,,,,,Seam 2,,,,,SL Zone 00 L,,SHOT,,,,,
Individual XML,5806.404931943027,14.0,Manaia Elliott,5,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,6126.6973125892855,14.0,Manaia Elliott,6,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Around,Seam 1,,,,,,,,,,,,
Individual XML,6190.417312247732,14.0,Manaia Elliott,7,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,6206.861666619898,14.0,Manaia Elliott,8,,CD Gold Zone,CO Zone XAL,Teammate Found,Whipped,,,,,,,,,,,,,Seam 3,,,,,,,SHOT ASSIST,,,,,
Individual XML,6222.321655262188,14.0,Manaia Elliott,9,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,6224.961655248016,14.0,Manaia Elliott,10,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6232.521655242347,14.0,Manaia Elliott,11,,,,,,,,,,,,,,,Incomplete,,Through,Seam 2,,,,,,,,,,,,
Individual XML,6297.058333333333,14.0,Manaia Elliott,12,,CD Black Box,CO Zone 00 L,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,6328.818333333334,14.0,Manaia Elliott,13,,CD Gold Zone,CO Zone FOUR C L,Teammate Found,Whipped,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,6337.138333333333,14.0,Manaia Elliott,14,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6480.071666666667,14.0,Manaia Elliott,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6492.531666666667,14.0,Manaia Elliott,16,,,,,,Ground Duel +,,Fouled,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6739.076666666667,14.0,Manaia Elliott,17,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,6784.196666666667,14.0,Manaia Elliott,18,,,,,,,,Fouled,,,,,,Pass into box,Complete,Complete,Around,Seam 2,,,,,,,,,,,,
Individual XML,6834.486666666667,14.0,Manaia Elliott,19,,CD Black Box,CO Zone 00 L,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,6849.966666666666,14.0,Manaia Elliott,20,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6928.095000001,14.0,Manaia Elliott,21,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,6991.415,14.0,Manaia Elliott,22,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,6995.015,14.0,Manaia Elliott,23,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,7060.511666666666,14.0,Manaia Elliott,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7073.8133333333335,14.0,Manaia Elliott,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7118.301666666666,14.0,Manaia Elliott,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7188.8133333333335,14.0,Manaia Elliott,27,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,7237.873333333333,14.0,Manaia Elliott,28,,,,,,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,,,,
Individual XML,7330.513333333333,14.0,Manaia Elliott,29,,CD Zone 00 R,CO Zone FOUR C L,Teammate Not Found,Floated,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,7364.223333333333,14.0,Manaia Elliott,30,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7461.715,14.0,Manaia Elliott,31,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,7573.786666666667,14.0,Manaia Elliott,32,,,,,,,,,,,,,,,Incomplete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,7598.026666666667,14.0,Manaia Elliott,33,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Seam 1,,,,,,,,,,,,
Individual XML,7793.086666666667,14.0,Manaia Elliott,34,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,5636.573310632086,14.0,Hannah Blake,1,,,,,,,,,,,,,,Pass into box,Incomplete,Incomplete,Through,Seam 2,,,,,,,,,,,,
Individual XML,5666.953287926587,14.0,Hannah Blake,2,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 2,,,,,,,,,,,,
Individual XML,5678.113287867063,14.0,Hannah Blake,3,,,,,,INTERCEPTION +,,,,,,,,Pass into box,Complete,Complete,Through,,,,,,,,SHOT ASSIST,,,,,
Individual XML,5698.123276638322,14.0,Hannah Blake,4,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,"SHOT, SHOT ON TARGET",,,,,
Individual XML,5778.954954547902,14.0,Hannah Blake,5,,,CO Zone XAR,Teammate Not Found,Cut Back,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,5852.114897949263,14.0,Hannah Blake,6,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,5860.454875283447,14.0,Hannah Blake,7,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,SHOT ASSIST,,,,,
Individual XML,6246.98164399093,14.0,Hannah Blake,8,,,,,,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,,,,
Individual XML,6271.071643990929,14.0,Hannah Blake,9,,,,,,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,6372.4783333333335,14.0,Hannah Blake,10,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6385.078333333333,14.0,Hannah Blake,11,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6424.078333333333,14.0,Hannah Blake,12,,CD Gold Zone,CO Zone 00 R,Teammate Found,Cut Back,,,,,,,,,,,,,Seam 3,,,,,,,SHOT ASSIST,,,,,
Individual XML,6823.6866666666665,14.0,Hannah Blake,13,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,6944.39,14.0,Hannah Blake,14,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,"SHOT, SHOT ON TARGET",,,,,
Individual XML,7036.775,14.0,Hannah Blake,15,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,7142.16,14.0,Hannah Blake,16,,,,,,,,,,,,,,,Incomplete,,Around,Seam 2,,,,,,,,,,,,
Individual XML,7244.713333333333,14.0,Hannah Blake,17,,,CO Zone FOUR C L,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,7249.993333333333,14.0,Hannah Blake,18,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7459.675,14.0,Hannah Blake,19,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7466.055,14.0,Hannah Blake,20,,,,,,,,,,,,,,,,,,Seam 3,,,,,SL Zone 00 L,,SHOT,,,,,
Individual XML,7612.066666666667,14.0,Hannah Blake,21,,,,,,,,,,,,,,,Incomplete,,Backwards,,,,,,,,,,,,,
Individual XML,7793.926666666666,14.0,Hannah Blake,22,,,,,,,,,,,,,,Pass into box,Complete,Complete,Through,Seam 2,,,,,,,SHOT ASSIST,,,,,
Individual XML,6714.296666666667,1.319999999999709,Liz Anton,1,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,6720.4766666666665,14.0,Liz Anton,2,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,6770.756666666667,14.0,Liz Anton,3,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,6817.086666666667,14.0,Liz Anton,4,,,,,,INTERCEPTION +,,,,,,,,,"Complete, Complete",,Around,,,,,,,,,,,,,
Individual XML,6854.886666666666,14.0,Liz Anton,5,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,6882.006666666667,14.0,Liz Anton,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6912.246666666667,14.0,Liz Anton,7,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,6978.695,14.0,Liz Anton,8,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,7004.375,14.0,Liz Anton,9,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,7017.935,14.0,Liz Anton,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7026.935,14.0,Liz Anton,11,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,7033.535,14.0,Liz Anton,12,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,7040.135,14.0,Liz Anton,13,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,7181.373333333333,14.0,Liz Anton,14,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,7199.613333333334,14.0,Liz Anton,15,,,,,,,,,,,,,,,Incomplete,,Through,Neutral,,,,,,,,,,,,
Individual XML,7204.7733333333335,14.0,Liz Anton,16,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,TURNOVER,,,
Individual XML,7266.913333333333,14.0,Liz Anton,17,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,7276.033333333334,14.0,Liz Anton,18,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,7288.993333333333,14.0,Liz Anton,19,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7324.513333333333,14.0,Liz Anton,20,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,7423.571666666667,14.0,Liz Anton,21,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,7425.611666666667,14.0,Liz Anton,22,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,7432.571666666667,14.0,Liz Anton,23,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Below,,,,,,,,,,,,
Individual XML,7505.893333333333,14.0,Liz Anton,24,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7690.808333331916,14.0,Liz Anton,25,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
