Timeline,Start time,Duration,Row,Instance number,Cross Destination,Cross Origins,Cross Outcome,Cross Type,Defending Actions,Fouled,Goalkeeper Actions,Offsides,Pass Destination,Pass Outcome,Pass Outcome - Destination,Pass Type,Receiving Type,Scoring,Set Piece,Shooting Heat Graph,Shot Faced Location,Shots,Turnover,Ungrouped,Notes,Flags
INDIVIDUAL',2198.643018,14,Rebekah Stott,45,,,,,,,,,Pass into F3,Complete,Incomplete,Through,Below,,,,,,,,,
INDIVIDUAL',2218.752959,14,Rebekah Stott,46,,,,,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',2239.092753,14,Rebekah Stott,47,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,
INDIVIDUAL',2250.572704,14,Rebekah Stott,48,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',2259.576844,14,Rebekah Stott,49,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',2360.681074,14,Rebekah Stott,50,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',2389.338693,14,Rebekah Stott,51,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',2493.046584,14,Rebekah Stott,52,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',2503.12805,14,Rebekah Stott,53,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',2713.78182,14,Rebekah Stott,54,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',2721.811523,14,Rebekah Stott,55,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,
INDIVIDUAL',2830.485406,14,Rebekah Stott,56,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',2846.138917,14,Rebekah Stott,57,,,,,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',2855.180238,14,Rebekah Stott,58,,,,,,,,,Pass into F3,Complete,Complete,Around,,,,,,,,,,
INDIVIDUAL',2866.044938,14,Rebekah Stott,59,,,,,INTERCEPTION -,,,,,,,,,,,,,,,,,
INDIVIDUAL',2875.851181,14,Rebekah Stott,60,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,
INDIVIDUAL',2912.201248,14,Rebekah Stott,61,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',2987.189353,14,Rebekah Stott,62,,,,,,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',3122.973206,14,Rebekah Stott,63,,,,,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',3186.660396,14,Rebekah Stott,64,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',3222.879353,14,Rebekah Stott,65,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,
INDIVIDUAL',3333.994287,14,Rebekah Stott,66,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,
INDIVIDUAL',3424.984676,14,Rebekah Stott,67,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,
INDIVIDUAL',3443.093587,14,Rebekah Stott,68,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',3453.158053,14,Rebekah Stott,69,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,
INDIVIDUAL',54.16717401,14,Ally Green,1,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',92.66291696,14,Ally Green,2,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,
INDIVIDUAL',169.6677281,14,Ally Green,3,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',175.6828003,14,Ally Green,4,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,
INDIVIDUAL',180.2162728,14,Ally Green,5,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,
INDIVIDUAL',185.7460301,14,Ally Green,6,,CO Zone XAL,Teammate Not Found,Whipped,,,,,,,,,Neutral,,,,,,,,,
INDIVIDUAL',194.1186579,14,Ally Green,7,,,Teammate Not Found,Whipped,,,,,,,,,Seam 2,,,,,,,,,
INDIVIDUAL',211.7647681,14,Ally Green,8,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,
INDIVIDUAL',245.1492302,14,Ally Green,9,,,,,,,,,,,,,,,,SL Zone 00 L,,SHOT,,,,
INDIVIDUAL',280.3311808,14,Ally Green,10,,,,,,,,,,Incomplete,,Through,Seam 2,,,,,,,,,
INDIVIDUAL',302.8859236,14,Ally Green,11,,,,,,,,,Pass into box,Incomplete,Incomplete,Around,Seam 2,,,,,,,,,
INDIVIDUAL',379.4689191,14,Ally Green,12,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',406.1771357,14,Ally Green,13,,,,,,,,,,,,,Seam 2,,,,,,,,,
INDIVIDUAL',451.3425367,14,Ally Green,14,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',526.9927691,14,Ally Green,15,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,
INDIVIDUAL',794.0399202,14,Ally Green,16,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',846.4402338,14,Ally Green,17,,,,,,,,,,,,,Seam 1,,,,,,Turnover,,,
INDIVIDUAL',1156.726114,14,Ally Green,18,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',1177.191266,14,Ally Green,19,,,,,,,,,,,,,Seam 1,,,,,,Turnover,,,
INDIVIDUAL',1303.454273,14,Ally Green,20,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',1325.412753,14,Ally Green,21,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',1522.713153,14,Ally Green,22,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',1586.411492,14,Ally Green,23,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,
INDIVIDUAL',1596.265324,14,Ally Green,24,CD Black Box,CO Zone XAL,Teammate Not Found,Whipped,,,,,,,,,Below,,,,,,,,,
INDIVIDUAL',1706.60956,14,Ally Green,25,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,
INDIVIDUAL',1820.136682,14,Ally Green,26,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',1866.29311,14,Ally Green,27,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',1871.624412,14,Ally Green,28,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',1916.720149,14,Ally Green,29,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,
INDIVIDUAL',2100.805944,14,Ally Green,30,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',2346.596,14,Ally Green,31,,,,,,,,,,Incomplete,,Around,Seam 2,,,,,,,,,
INDIVIDUAL',2408.240723,14,Ally Green,32,CD Gold Zone,CO Zone 00 L,Teammate Not Found,Whipped,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',2483.449268,14,Ally Green,33,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',2507.640201,14,Ally Green,34,,,,,,,,,Pass into box,Incomplete,Incomplete,Through,Seam 2,,,,,,,,,
INDIVIDUAL',2709.731358,14,Ally Green,35,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',2805.970096,14,Ally Green,36,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',2835.073478,14,Ally Green,37,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',2857.808637,14,Ally Green,38,,,,,,,,,,,,,Seam 1,,,,,,Turnover,,,
INDIVIDUAL',2923.159622,14,Ally Green,39,,CO Zone FOUR C L,Teammate Not Found,Floated,,,,,,,,,Below,,,,,,,,,
INDIVIDUAL',2961.359117,14,Ally Green,40,,,,,INTERCEPTION +,,,,,Complete,,Through,,,,,,,,,,
INDIVIDUAL',2967.478678,14,Ally Green,41,,,,,INTERCEPTION +,,,,Pass into box,,Complete,,,,,,,,,,,
INDIVIDUAL',2989.816329,14,Ally Green,42,CD Zone 00 R,CO Zone FOUR C L,Teammate Not Found,Floated,,,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',3155.426012,14,Ally Green,43,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',3182.072605,14,Ally Green,44,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',3229.219344,14,Ally Green,45,,CO Zone XAL,Teammate Not Found,Whipped,,,,,,,,,Neutral,,,,,,,,,
INDIVIDUAL',3313.653464,14,Ally Green,46,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',3319.195893,14,Ally Green,47,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',3432.983495,14,Ally Green,48,,CO Zone XAL,Teammate Not Found,Whipped,,,,,,,,,Seam 2,,,,,,,,,
INDIVIDUAL',3435.37229,14,Ally Green,49,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',3458.550046,14,Ally Green,50,"CD Gold Zone, CD Gold Zone",CO Zone 00 L,Teammate Found,Whipped,,,,,,,,,Seam 2,,,,,SHOT ASSIST,,,,
INDIVIDUAL',58.64968389,14,Mickey Foster,1,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',173.4560961,14,Mickey Foster,2,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',177.8166839,14,Mickey Foster,3,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,
INDIVIDUAL',206.0075884,14,Mickey Foster,4,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',279.1958714,14,Mickey Foster,5,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,
INDIVIDUAL',291.1318846,14,Mickey Foster,6,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',377.9705295,14,Mickey Foster,7,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',423.9559263,14,Mickey Foster,8,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',438.69575,14,Mickey Foster,9,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',523.6552224,14,Mickey Foster,10,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',565.0291384,14,Mickey Foster,11,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,
INDIVIDUAL',624.9907038,14,Mickey Foster,12,,,,,INTERCEPTION +,,,,Pass into F3,Complete,Complete,Through,,,,,,,,,,
INDIVIDUAL',670.0279172,14,Mickey Foster,13,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,
INDIVIDUAL',727.0101707,14,Mickey Foster,14,,,,,,,,,,Complete,,Over,Neutral,,,,,,,,,
INDIVIDUAL',842.8933673,14,Mickey Foster,15,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',862.2018895,14,Mickey Foster,16,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',896.0299994,14,Mickey Foster,17,,,,,,,,,,Incomplete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',1154.966607,14,Mickey Foster,18,,,,,,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',1168.739407,14,Mickey Foster,19,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',1234.232849,14,Mickey Foster,20,,,,,,,,,,,,,,,Set Piece,,,,,,,
INDIVIDUAL',1243.373838,14,Mickey Foster,21,CD Black Box,CO Zone XAR,Teammate Found,Whipped,,,,,,,,,,Assist,,,,SHOT ASSIST,,,,
INDIVIDUAL',1323.229569,14,Mickey Foster,22,,,,,Ground Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',1329.086585,14,Mickey Foster,23,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',1347.850179,14,Mickey Foster,24,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',1572.181422,14,Mickey Foster,25,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',1583.60515,14,Mickey Foster,26,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',1639.322854,14,Mickey Foster,27,,,,,,,,,,,,,,Goal,,SL Zone XAL,,"SHOT ON TARGET, SHOT",,,,
INDIVIDUAL',1837.312021,14,Mickey Foster,28,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',1876.475859,14,Mickey Foster,29,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',1913.342566,14,Mickey Foster,30,,,,,,,,,Pass into F3,Complete,Complete,Around,Neutral,,,,,,,,,
INDIVIDUAL',1988.750891,14,Mickey Foster,31,,,,,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',2047.529622,14,Mickey Foster,32,,,,,,,,,,,,,,,Set Piece,,,,,,,
INDIVIDUAL',2060.534151,14,Mickey Foster,33,,,,,,,,,,,,,,,Set Piece,,,SHOT ASSIST,,,,
INDIVIDUAL',2129.529206,14,Mickey Foster,34,,,,,,,,,,,,,,,Set Piece,,,SHOT ASSIST,,,,
INDIVIDUAL',2172.904981,14,Mickey Foster,35,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',2180.401228,14,Mickey Foster,36,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',2341.125008,14,Mickey Foster,37,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,
INDIVIDUAL',2426.986151,14,Mickey Foster,38,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',2435.746345,14,Mickey Foster,39,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',2440.114869,14,Mickey Foster,40,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',2537.12652,14,Mickey Foster,41,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',2708.112453,14,Mickey Foster,42,,,,,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',2802.455471,14,Mickey Foster,43,,,,,,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',2814.356462,14,Mickey Foster,44,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,
INDIVIDUAL',2832.658699,14,Mickey Foster,45,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,
INDIVIDUAL',2870.032274,14,Mickey Foster,46,,,,,,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',2901.645121,14,Mickey Foster,47,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',2913.924931,14,Mickey Foster,48,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,
INDIVIDUAL',3118.259968,14,Mickey Foster,49,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',3157.402283,14,Mickey Foster,50,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',3178.510777,14,Mickey Foster,51,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,
INDIVIDUAL',3219.181745,14,Mickey Foster,52,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',3308.938999,14,Mickey Foster,53,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',3311.31047,14,Mickey Foster,54,,,,,INTERCEPTION +,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',3314.649476,14,Mickey Foster,55,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',3325.318953,14,Mickey Foster,56,,,,,,,,,Pass into box,Complete,Complete,Through,Seam 1,,,,,,,,,
INDIVIDUAL',3335.139703,14,Mickey Foster,57,,,,,,,,,,,,,Seam 1,,,,,,Turnover,,,
INDIVIDUAL',3445.306473,14,Mickey Foster,58,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',3589.810687,14,Mickey Foster,59,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',3597.206173,14,Mickey Foster,60,,,,,,,,,,Incomplete,,Through,Below,,,,,,,,,
INDIVIDUAL',3610.434906,14,Mickey Foster,61,,,,,Ground Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',3647.299418,14,Mickey Foster,62,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',3692.234577,14,Mickey Foster,63,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,
INDIVIDUAL',3741.682521,14,Mickey Foster,64,CD Zone 00 R,CO Zone FOUR C L,Teammate Found,Floated,,,,,,,,,,,,,,SHOT ASSIST,,,,
INDIVIDUAL',3769.076009,14,Mickey Foster,65,,,,,,,,,,,,,,,Set Piece,,,,,,,
INDIVIDUAL',3776.240001,14,Mickey Foster,66,,CO Zone XAR,Teammate Not Found,Whipped,,,,,,,,,,,,,,,,,,
INDIVIDUAL',3793.174462,14,Mickey Foster,67,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 1,,,,,,,,,
INDIVIDUAL',3936.468909,14,Mickey Foster,68,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,
INDIVIDUAL',3986.911641,14,Mickey Foster,69,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',4031.38952,14,Mickey Foster,70,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',4042.829059,14,Mickey Foster,71,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',4049.718566,14,Mickey Foster,72,,,,,"Aerial Duel -, Ground Duel +",,,,,,,,,,,,,,,,,
INDIVIDUAL',4202.486062,14,Mickey Foster,73,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',4264.91412,14,Mickey Foster,74,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',4277.898708,14,Mickey Foster,75,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',4350.284912,14,Mickey Foster,76,,,,,,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',4419.959377,14,Mickey Foster,77,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,
INDIVIDUAL',4467.162557,14,Mickey Foster,78,,,,,INTERCEPTION +,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',4540.792836,14,Mickey Foster,79,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',4570.693426,14,Mickey Foster,80,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',4582.936938,14,Mickey Foster,81,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',4747.164921,14,Mickey Foster,82,,,,,,,,,,,,,,,Set Piece,,,,,,,
INDIVIDUAL',4799.610165,14,Mickey Foster,83,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,
INDIVIDUAL',4810.023033,14,Mickey Foster,84,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',4889.547219,14,Mickey Foster,85,,,,,,,,,,,,,,,Set Piece,,,,,,,
INDIVIDUAL',5174.196987,14,Mickey Foster,86,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',5187.088692,14,Mickey Foster,87,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',5195.493451,14,Mickey Foster,88,,,,,,,,,,Complete,,Through,Below,,,,,,,,,
INDIVIDUAL',5299.344653,14,Mickey Foster,89,,,,,,,,,,Complete,,Over,,,,,,,,,,
INDIVIDUAL',5344.234348,14,Mickey Foster,90,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',5438.78122,14,Mickey Foster,91,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',5493.760471,14,Mickey Foster,92,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,
INDIVIDUAL',5525.060612,14,Mickey Foster,93,,,,,,,,,,,,,,,Set Piece,,,,,,,
INDIVIDUAL',64.30252346,14,Claudia Bunge,1,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',70.34225971,14,Claudia Bunge,2,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',82.82912809,14,Claudia Bunge,3,,,,,,,,,,,,,Below,,,,,,,,,
INDIVIDUAL',133.7991168,14,Claudia Bunge,4,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',221.5592834,14,Claudia Bunge,5,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',396.7257254,14,Claudia Bunge,6,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',463.1824172,14,Claudia Bunge,7,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,
INDIVIDUAL',518.4574438,14,Claudia Bunge,8,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',545.499323,14,Claudia Bunge,9,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',633.0482223,14,Claudia Bunge,10,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',645.2300568,14,Claudia Bunge,11,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',664.3329806,14,Claudia Bunge,12,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',715.4052638,14,Claudia Bunge,13,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',735.9238919,14,Claudia Bunge,14,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',781.1900322,14,Claudia Bunge,15,,,,,,,,,,,,,Below,,,,,,,,,
INDIVIDUAL',832.3336702,14,Claudia Bunge,16,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',838.2125071,14,Claudia Bunge,17,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',877.7825644,14,Claudia Bunge,18,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',885.3292386,14,Claudia Bunge,19,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',966.2220319,14,Claudia Bunge,20,,,,,Ground Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',1022.96862,14,Claudia Bunge,21,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',1053.900783,14,Claudia Bunge,22,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',1068.393906,14,Claudia Bunge,23,,,,,,,,,,,,,Neutral,,,,,,,,,
INDIVIDUAL',1136.132932,14,Claudia Bunge,24,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',1140.425618,14,Claudia Bunge,25,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',1187.427054,14,Claudia Bunge,26,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',1336.301178,14,Claudia Bunge,27,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,
INDIVIDUAL',1350.925847,14,Claudia Bunge,28,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',1406.822427,14,Claudia Bunge,29,,,,,INTERCEPTION +,,,,,Complete,,Through,,,,,,,,,,
INDIVIDUAL',1510.796963,14,Claudia Bunge,30,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,
INDIVIDUAL',1517.64934,14,Claudia Bunge,31,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',1576.979502,14,Claudia Bunge,32,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',1698.789988,14,Claudia Bunge,33,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',1812.023606,14,Claudia Bunge,34,,,,,,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',1899.519259,14,Claudia Bunge,35,,,,,INTERCEPTION +,,,,Pass into F3,Complete,Complete,Through,,,,,,,,,,
INDIVIDUAL',1999.825266,14,Claudia Bunge,36,,,,,,,,,Pass into F3,Complete,Complete,Over,Neutral,,,,,,,,,
INDIVIDUAL',2143.06862,14,Claudia Bunge,37,,,,,,,,,,,,,,,,SL Black Box,,SHOT,,,,
INDIVIDUAL',2174.94889,14,Claudia Bunge,38,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',2189.669321,14,Claudia Bunge,39,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',2197.238931,14,Claudia Bunge,40,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',2221.107619,14,Claudia Bunge,41,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',2226.615491,14,Claudia Bunge,42,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,
INDIVIDUAL',2255.425663,14,Claudia Bunge,43,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,
INDIVIDUAL',2362.618149,14,Claudia Bunge,44,,,,,,,,,,Incomplete,,Through,,,,,,,,,,
INDIVIDUAL',2379.355341,14,Claudia Bunge,45,,,,,,,,,,,,,Below,,,,,,,,,
INDIVIDUAL',2716.005857,14,Claudia Bunge,46,,,,,,,,,,Complete,,Through,Below,,,,,,,,,
INDIVIDUAL',2824.316659,14,Claudia Bunge,47,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',2906.532772,14,Claudia Bunge,48,,,,,,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',2975.809154,14,Claudia Bunge,49,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',3189.071837,14,Claudia Bunge,50,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,
INDIVIDUAL',3214.374209,14,Claudia Bunge,51,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',3371.185287,14,Claudia Bunge,52,,,,,,,,,,,,,,,,SL Gold Zone,,SHOT,,,,
INDIVIDUAL',3414.53348,14,Claudia Bunge,53,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',3423.320901,14,Claudia Bunge,54,,,,,,,,,,Complete,,Through,Below,,,,,,,,,
INDIVIDUAL',3447.738737,14,Claudia Bunge,55,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,
INDIVIDUAL',3637.985291,14,Claudia Bunge,56,,,,,,,,,,Complete,,Through,Below,,,,,,,,,
INDIVIDUAL',3669.680222,14,Claudia Bunge,57,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',3684.907644,14,Claudia Bunge,58,,,,,INTERCEPTION +,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',3699.780641,14,Claudia Bunge,59,,,,,,,,,,Complete,,Through,Below,,,,,,,,,
