Timeline,Start time,Duration,Row,Instance number,Cross Destination,Cross Origins,Cross Outcome,Cross Type,Defending Actions,Fouled,Goalkeeper Actions,Offsides,Pass Destination,Pass Outcome,Pass Outcome - Destination,Pass Type,Receiving Type,Scoring,Set Piece,Shooting Heat Graph,Shot Faced Location,Shots,Turnover,Ungrouped,Notes,Flags
INDIVIDUAL',3846.751778,14,Claudia Bunge,60,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',3910.721256,14,Claudia Bunge,61,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',3920.002775,14,Claudia Bunge,62,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',3932.742411,14,Claudia Bunge,63,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',3975.535287,14,Claudia Bunge,64,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',4191.533954,14,Claudia Bunge,65,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',4199.047845,14,Claudia Bunge,66,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',4253.295596,14,Claudia Bunge,67,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',4257.521302,14,Claudia Bunge,68,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',4268.813878,14,Claudia Bunge,69,,,,,,,,,,,,,Neutral,,,,,,,,,
INDIVIDUAL',4322.61862,14,Claudia Bunge,70,,,,,,,,,,,,,,,,SL Gold Zone,,SHOT,,,,
INDIVIDUAL',4417.254,14,Claudia Bunge,71,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',4531.122602,14,Claudia Bunge,72,,,,,,,,,,Incomplete,,Through,Below,,,,,,,,,
INDIVIDUAL',4573.599658,14,Claudia Bunge,73,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',4612.275769,14,Claudia Bunge,74,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',4666.924104,14,Claudia Bunge,75,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',5075.660384,14,Claudia Bunge,76,,,,,,,,,,Complete,,Through,,,,,,,,,,
INDIVIDUAL',5346.056888,14,Claudia Bunge,77,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',66.4818873,14,Jacqui Hand,1,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',225.4892686,14,Jacqui Hand,2,,,,,,,,,,,,,Seam 1,,,,,,Turnover,,,
INDIVIDUAL',240.6279247,14,Jacqui Hand,3,CD Zone 00 L,CO Zone XAR,Teammate Found,Floated,,,,,,,,,Seam 3,,,,,SHOT ASSIST,,,,
INDIVIDUAL',389.5508772,14,Jacqui Hand,4,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',446.730955,14,Jacqui Hand,5,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',468.2893394,14,Jacqui Hand,6,,,,,,,,,,,,,Neutral,,,SL Zone 00 R,,SHOT,,,,
INDIVIDUAL',539.9208503,14,Jacqui Hand,7,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',574.8542961,14,Jacqui Hand,8,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,
INDIVIDUAL',635.8937985,14,Jacqui Hand,9,,,,,,,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',653.0668693,14,Jacqui Hand,10,,,,,,,,,,,,,Neutral,,,,,,Turnover,,,
INDIVIDUAL',711.0053816,14,Jacqui Hand,11,,,,,,,,,,Incomplete,,Neutral,Neutral,,,,,,,,,
INDIVIDUAL',731.7752879,14,Jacqui Hand,12,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',739.0902849,14,Jacqui Hand,13,,,,,,,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',759.6011535,14,Jacqui Hand,14,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',763.0621318,14,Jacqui Hand,15,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',771.5677952,14,Jacqui Hand,16,CD Gold Zone,CO Zone XAR,Teammate Not Found,Whipped,,,,,,,,,Neutral,,,,,,,,,
INDIVIDUAL',1086.388624,14,Jacqui Hand,17,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',1111.892437,14,Jacqui Hand,18,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',1120.657935,14,Jacqui Hand,19,,,,,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',1192.099732,14,Jacqui Hand,20,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',1195.724016,14,Jacqui Hand,21,,,,,,,,,,,,,Seam 3,,,,,,,,,
INDIVIDUAL',1353.935654,14,Jacqui Hand,22,,,,,,,,,,Incomplete,,Through,Seam 1,,,,,,,,,
INDIVIDUAL',1398.611852,14,Jacqui Hand,23,,,,,"INTERCEPTION -, Ground Duel -",,,,,,,,,,,,,,,,,
INDIVIDUAL',1441.092438,14,Jacqui Hand,24,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',1514.974255,14,Jacqui Hand,25,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,
INDIVIDUAL',1531.736455,14,Jacqui Hand,26,,,,,,,,,,,,,Neutral,,,SL Zone TWO C,,SHOT,,,,
INDIVIDUAL',1695.132065,14,Jacqui Hand,27,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',1719.041418,14,Jacqui Hand,28,,,,,,,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',1722.808591,14,Jacqui Hand,29,,,,,,Fouled,,,Pass into box,Complete,Complete,Neutral,,,,,,,,,,
INDIVIDUAL',1757.889045,14,Jacqui Hand,30,,,,,,,,,,,,,,,,,,,Turnover,,,
INDIVIDUAL',1814.490398,14,Jacqui Hand,31,CD Zone 00 L,CO Zone XAR,Teammate Found,Floated,,,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',1890.363773,14,Jacqui Hand,32,CD Zone 00 L,CO Zone 00 R,Teammate Found,Floated,,,,,,,,,,,,,,,,,,
INDIVIDUAL',1902.588537,14,Jacqui Hand,33,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',1923.09902,14,Jacqui Hand,34,,,,,,,,,,,,,,,,SL Zone ONE C,,SHOT,,,,
INDIVIDUAL',1924.87272,14,Jacqui Hand,35,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',2243.213314,14,Jacqui Hand,36,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',2258.047223,14,Jacqui Hand,37,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',2369.514705,14,Jacqui Hand,38,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',2452.228551,14,Jacqui Hand,39,CD Gold Zone,CO Zone XAR,Teammate Not Found,Whipped,,,,,,,,,,,,,,,,,,
INDIVIDUAL',2495.334021,14,Jacqui Hand,40,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,
INDIVIDUAL',2882.353653,14,Jacqui Hand,41,,,,,,,,,Pass into box,Complete,Complete,Through,Seam 1,,,,,,,,,
INDIVIDUAL',2888.457173,14,Jacqui Hand,42,CD Black Box,CO Zone FOUR C R,Teammate Not Found,Floated,,,,,,,,,Below,,,,,,,,,
INDIVIDUAL',3293.946491,14,Jacqui Hand,43,CD Black Box,CO Zone 00 R,Teammate Not Found,Whipped,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',3421.802699,14,Jacqui Hand,44,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',3459.23352,14,Jacqui Hand,45,,,,,,,,,,,,,,,,SL Zone 00 R,,"SHOT ON TARGET, SHOT",,,,
INDIVIDUAL',3634.381424,14,Jacqui Hand,46,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',3817.73152,14,Jacqui Hand,47,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',3943.77172,14,Jacqui Hand,48,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',3996.534928,14,Jacqui Hand,49,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',4109.559022,14,Jacqui Hand,50,,,,,,,,,Pass into F3,Complete,Complete,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',68.06259439,14,Grace Jale,1,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',76.56097863,14,Grace Jale,2,,,,,,,,,,Incomplete,,Around,Seam 1,,,,,,,,,
INDIVIDUAL',108.5182846,14,Grace Jale,3,,,,,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',111.0889682,14,Grace Jale,4,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',219.4263194,14,Grace Jale,5,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',275.4450105,14,Grace Jale,6,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',300.2988325,14,Grace Jale,7,,,,,,,,,Pass into F3,Complete,Complete,Around,Neutral,,,,,,,,,
INDIVIDUAL',325.8194528,14,Grace Jale,8,,,,,INTERCEPTION +,,,,,,,,,,,SL Zone THREE C,,"SHOT ON TARGET, SHOT",,,,
INDIVIDUAL',385.272624,14,Grace Jale,9,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',459.9880213,14,Grace Jale,10,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',531.1479476,14,Grace Jale,11,,,,,,,,,,Incomplete,,Through,Below,,,,,,Turnover,,,
INDIVIDUAL',677.3983303,14,Grace Jale,12,,,,,,,,,Pass into F3,"Complete, Complete",Complete,Through,Seam 1,,,,,,,,,
INDIVIDUAL',795.4615868,14,Grace Jale,13,,,,,,,,,,Incomplete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',950.1511659,14,Grace Jale,14,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',1033.537775,14,Grace Jale,15,,,,,,,,,,Incomplete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',1057.823259,14,Grace Jale,16,,,,,Ground Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',1159.409956,14,Grace Jale,17,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,
INDIVIDUAL',1171.607409,14,Grace Jale,18,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',1193.030127,14,Grace Jale,19,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,
INDIVIDUAL',1306.13292,14,Grace Jale,20,,,,,,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',1313.759957,14,Grace Jale,21,,,,,,,,,,,,,Seam 2,,,,,,Turnover,,,
INDIVIDUAL',1326.587183,14,Grace Jale,22,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',1524.269089,14,Grace Jale,23,,,,,,,,,,"Complete, Complete",,"Backwards, Around",Neutral,,,,,,,,,
INDIVIDUAL',1709.872501,14,Grace Jale,24,,,,,,,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',1717.911294,14,Grace Jale,25,,,,,,,,,,Complete,,Through,Below,,,,,,,,,
INDIVIDUAL',1822.533469,14,Grace Jale,26,,,,,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',1862.622178,14,Grace Jale,27,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',1907.584877,14,Grace Jale,28,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',1963.436091,14,Grace Jale,29,,,,,INTERCEPTION +,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',2069.136504,14,Grace Jale,30,,,,,,,,,,,,,,,,SL Zone 00 L,,SHOT,,,,
INDIVIDUAL',2091.377755,14,Grace Jale,31,,,,,INTERCEPTION +,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',2098.988856,14,Grace Jale,32,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',2344.140343,14,Grace Jale,33,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,
INDIVIDUAL',2422.935513,14,Grace Jale,34,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',2433.703479,14,Grace Jale,35,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',2481.415249,14,Grace Jale,36,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,
INDIVIDUAL',2489.667724,14,Grace Jale,37,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',2506.853811,14,Grace Jale,38,,,,,,,,,,"Complete, Complete",,Through,Below,,,,,,,,,
INDIVIDUAL',2711.964549,14,Grace Jale,39,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',2723.815603,14,Grace Jale,40,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 2,,,,,,,,,
INDIVIDUAL',2821.020265,14,Grace Jale,41,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',2826.363259,14,Grace Jale,42,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',2872.4809,14,Grace Jale,43,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',2877.909164,14,Grace Jale,44,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',2909.547681,14,Grace Jale,45,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',3162.303875,14,Grace Jale,46,,,,,,,,,,,,,Seam 1,,,SL Zone TWO C,,"SHOT ON TARGET, SHOT",,,,
INDIVIDUAL',3173.541207,14,Grace Jale,47,,,,,INTERCEPTION +,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',3267.063719,14,Grace Jale,48,,,,,,,,,,,,,,,,SL Zone 00 R,,"SHOT ON TARGET, SHOT",,,,
INDIVIDUAL',3370.585071,14,Grace Jale,49,,,,,,,,,,,,,,,,,,SHOT ASSIST,,,,
INDIVIDUAL',3417.362189,14,Grace Jale,50,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',3420.535317,14,Grace Jale,51,,,,,,,,,,Complete,,Around,Below,,,,,,,,,
INDIVIDUAL',3631.346296,14,Grace Jale,52,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',3745.116474,14,Grace Jale,53,,,,,,,,,,,,,,,,SL Zone 00 R,,SHOT,,,,
INDIVIDUAL',3886.76777,14,Grace Jale,54,,,,,,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',3895.414867,14,Grace Jale,55,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',3983.937114,14,Grace Jale,56,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',4186.514553,14,Grace Jale,57,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',4214.328877,14,Grace Jale,58,,,,,,,,,Pass into box,Complete,Complete,Over,Below,,,,,,,,,
INDIVIDUAL',4413.539858,14,Grace Jale,59,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',4480.98612,14,Grace Jale,60,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,
INDIVIDUAL',4522.125064,14,Grace Jale,61,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',4536.827185,14,Grace Jale,62,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',4551.784191,14,Grace Jale,63,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',4596.750803,14,Grace Jale,64,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',4687.952591,14,Grace Jale,65,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,
INDIVIDUAL',4692.255169,14,Grace Jale,66,,,,,Ground Duel +,,,,,,,,Below,,,,,,,,,
INDIVIDUAL',5097.806887,14,Grace Jale,67,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,
INDIVIDUAL',5105.658379,14,Grace Jale,68,,,,,,,,,,Complete,,Over,Below,,,,,,,,,
INDIVIDUAL',5193.618878,14,Grace Jale,69,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',5249.775333,14,Grace Jale,70,,,,,,,,,,,,,,,,,,,Turnover,,,
INDIVIDUAL',5444.796346,14,Grace Jale,71,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,
INDIVIDUAL',135.1243716,14,Katie Kitching,1,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',189.7677651,14,Katie Kitching,2,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',442.2041282,14,Katie Kitching,3,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',466.515581,14,Katie Kitching,4,,,,,,,,,Pass into box,Complete,Complete,Around,Seam 2,,,,,,,,,
INDIVIDUAL',576.2960615,14,Katie Kitching,5,CD Black Box,CO Zone 00 R,Teammate Found,Whipped,,,,,,,,,Seam 2,,,,,SHOT ASSIST,,,,
INDIVIDUAL',626.9715283,14,Katie Kitching,6,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',649.3213143,14,Katie Kitching,7,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,
INDIVIDUAL',709.8084901,14,Katie Kitching,8,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',906.515909,14,Katie Kitching,9,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,
INDIVIDUAL',1113.290006,14,Katie Kitching,10,,,,,INTERCEPTION +,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',1122.263989,14,Katie Kitching,11,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',1173.033391,14,Katie Kitching,12,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,
INDIVIDUAL',1185.969654,14,Katie Kitching,13,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',1360.806441,14,Katie Kitching,14,CD Black Box,CO Zone 00 R,Teammate Found,Floated,,,,,,,,,Seam 2,,,,,SHOT ASSIST,,,,
INDIVIDUAL',1443.021469,14,Katie Kitching,15,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',1446.629866,14,Katie Kitching,16,,,,,,,,,Pass into box,Complete,Complete,Through,Seam 2,,,,,SHOT ASSIST,,,,
INDIVIDUAL',1592.495939,14,Katie Kitching,17,,,,,,,,,,Complete,,Backwards,Seam 3,,,,,,,,,
INDIVIDUAL',1638.320152,14,Katie Kitching,18,,,,,,,,,,,,,,Assist,Set Piece,,,SHOT ASSIST,,,,
INDIVIDUAL',1689.059056,14,Katie Kitching,19,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,
INDIVIDUAL',1785.983287,14,Katie Kitching,20,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',1801.495307,14,Katie Kitching,21,,,,,,,,,,,,,Seam 2,,,SL Gold Zone,,"SHOT ON TARGET, SHOT",,,,
INDIVIDUAL',1886.272999,14,Katie Kitching,22,,,,,,,,,,,,,Seam 3,,,SL Gold Zone,,"SHOT ON TARGET, SHOT",,,,
INDIVIDUAL',1918.736357,14,Katie Kitching,23,CD Zone TWO C,CO Zone XAL,Teammate Found,Floated,,,,,,,,,Seam 3,,,,,,,,,
INDIVIDUAL',1966.61901,14,Katie Kitching,24,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 1,,,,,,,,,
INDIVIDUAL',2106.638568,14,Katie Kitching,25,,,,,,,,,,,,,,,,SL Gold Zone,,SHOT,,,,
INDIVIDUAL',2198.643018,14,Katie Kitching,26,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',2240.591472,14,Katie Kitching,27,,,,,,,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',2280.424781,14,Katie Kitching,28,,,,,,,,,,,,,,Goal,,SL Gold Zone,,"SHOT ON TARGET, SHOT",,,,
INDIVIDUAL',2395.879237,14,Katie Kitching,29,,,,,,,,,Pass into box,Complete,Complete,Through,Seam 2,,,,,SHOT ASSIST,,,,
INDIVIDUAL',2437.856594,14,Katie Kitching,30,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',2761.101953,14,Katie Kitching,31,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',2977.479318,14,Katie Kitching,32,,,,,,Fouled,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',3224.877509,14,Katie Kitching,33,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,
INDIVIDUAL',3264.778912,14,Katie Kitching,34,,,,,,,,,,,,,,,Set Piece,,,SHOT ASSIST,,,,
INDIVIDUAL',3324.010039,14,Katie Kitching,35,,,,,,,,,,Complete,,Through,Below,,,,,,,,,
INDIVIDUAL',3367.983087,14,Katie Kitching,36,,,,,,,,,,,,,,,Set Piece,,,,,,,
INDIVIDUAL',3416.11373,14,Katie Kitching,37,,,,,,,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',3418.624034,14,Katie Kitching,38,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',3739.97167,14,Katie Kitching,39,,,,,,,,,,,,,,,Set Piece,,,,,,,
INDIVIDUAL',3786.70222,14,Katie Kitching,40,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',3789.085886,14,Katie Kitching,41,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',3804.528798,14,Katie Kitching,42,,,,,,,,,,,,,,,,SL Gold Zone,,"SHOT ON TARGET, SHOT",,,,
INDIVIDUAL',3900.579395,14,Katie Kitching,43,,,,,,Fouled,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',3900.694912,14,Katie Kitching,44,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',4105.934603,14,Katie Kitching,45,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,
INDIVIDUAL',4218.021748,14,Katie Kitching,46,,,,,,,,,,,,,,,,SL Gold Zone,,SHOT,,,,
INDIVIDUAL',4319.210429,14,Katie Kitching,47,,,,,,,,,,,,,,,Set Piece,,,,,,,
INDIVIDUAL',4425.523519,14,Katie Kitching,48,,,,,,,,,,Complete,,Backwards,,Assist,,,,SHOT ASSIST,,,,
INDIVIDUAL',4673.127615,14,Katie Kitching,49,,,,,,,,,,Complete,,Through,Seam 2,,,,,,,,,
INDIVIDUAL',4685.602218,14,Katie Kitching,50,,,,,,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',569.2342163,3,Alina Santos,1,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',836.9291427,3,Alina Santos,2,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',1070.032417,3,Alina Santos,3,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',1339.131249,3,Alina Santos,4,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',1491.633581,3,Alina Santos,5,,,,,,,,,,Incomplete,,Over,,,,,,,Turnover,,,
INDIVIDUAL',1858.933373,3,Alina Santos,6,,,,,,,Goal Kick,,,,,,,,,,,,,,,
INDIVIDUAL',2185.616125,3,Alina Santos,7,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',2346.133296,3,Alina Santos,8,,,,,,,Goal Kick,,,,,,,,,,,,,,,
INDIVIDUAL',2481.867832,3,Alina Santos,9,,,,,,,,,,Complete,,Through,,,,,,,,,,
INDIVIDUAL',2701.19142,3,Alina Santos,10,,,,,,,,,,Incomplete,,Over,,,,,,,Turnover,,,
INDIVIDUAL',3694.387264,3,Alina Santos,11,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',4275.083017,3,Alina Santos,12,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',5100.440395,3,Alina Santos,13,,,,,,,,,,,,,,,,,,,,,,
INDIVIDUAL',3593.423025,9.324567973,Manaia Elliott,1,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',3650.587686,14,Manaia Elliott,2,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 1,,,,,,,,,
INDIVIDUAL',3710.276603,14,Manaia Elliott,3,,CO Zone 00 L,Teammate Not Found,Whipped,,,,,,,,,Seam 2,,,,,,,,,
INDIVIDUAL',3780.135076,14,Manaia Elliott,4,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,
INDIVIDUAL',3790.562754,14,Manaia Elliott,5,,,,,INTERCEPTION +,,,,,Complete,,Around,,,,,,,,,,
INDIVIDUAL',3891.976167,14,Manaia Elliott,6,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',3939.086817,14,Manaia Elliott,7,,,,,,,,,Pass into box,Incomplete,Incomplete,Through,Seam 1,,,,,,,,,
INDIVIDUAL',3981.71392,14,Manaia Elliott,8,,,,,,,,,,Complete,,Neutral,,,,,,,,,,
INDIVIDUAL',3989.761097,14,Manaia Elliott,9,,,,,,,,,Pass into box,Complete,Complete,Through,Seam 1,,,,,,,,,
INDIVIDUAL',4035.66357,14,Manaia Elliott,10,,,,,Ground Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',4056.98511,14,Manaia Elliott,11,,,,,Ground Duel -,,,,,,,,,,,,,,,,,
INDIVIDUAL',4083.244152,14,Manaia Elliott,12,,,,,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',4205.984476,14,Manaia Elliott,13,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
INDIVIDUAL',4213.091546,14,Manaia Elliott,14,,,,,Ground Duel +,,,,,,,,,,,,,,,,,
INDIVIDUAL',4280.751233,14,Manaia Elliott,15,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,
INDIVIDUAL',4354.498567,14,Manaia Elliott,16,,,,,,,,,,,,,Seam 1,,,SL Zone THREE C,,"SHOT ON TARGET, SHOT",,,,
INDIVIDUAL',4422.418449,14,Manaia Elliott,17,CD Gold Zone,CO Zone FOUR C L,Teammate Found,Whipped,,,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',4473.343457,14,Manaia Elliott,18,,,,,,,,,,,,,Seam 1,,,,,,,,,
INDIVIDUAL',4483.392158,14,Manaia Elliott,19,,CO Zone THREE C,Teammate Not Found,Whipped,,,,,,,,,Seam 2,,,,,,,,,
INDIVIDUAL',4515.899156,14,Manaia Elliott,20,,,,,INTERCEPTION +,,,,,Complete,,Backwards,,,,,,,,,,
INDIVIDUAL',4543.001451,14,Manaia Elliott,21,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,
